Package,Downloads,Overall,Binary-Artifacts,Branch-Protection,CII-Best-Practices,Dangerous-Workflow,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities
python-json-config,139476,2.72,10,,0,,0,10,0,,10,0,,,9
gower,139367,2.72,9,,0,,0,10,0,,10,0,,,10
ssm-cache,119607,2.72,10,0,0,,0,10,0,,10,0,,,9
python-helpscout-v2,116090,2.72,10,0,0,,0,10,0,,10,0,,,9
sockets,105591,2.72,9,0,0,,0,10,0,,10,0,,,10
primepy,89590,2.72,9,0,0,,0,10,0,,10,0,,,10
sanic-cors,89260,2.72,10,0,0,,0,10,0,,10,0,0,,9
appdirs,12354784,2.69,10,0,0,,0,10,0,,8,0,,,10
pysocks,11997015,2.69,9,0,0,,0,9,0,,10,0,,,10
aenum,11514034,2.69,10,0,0,,0,0,2,,10,0,,,10
fuzzywuzzy,6147828,2.69,10,,0,,0,10,0,,8,0,,,10
aws-requests-auth,3378294,2.69,10,0,0,,0,9,0,,10,0,,,9
netifaces,2548913,2.69,10,0,0,,0,10,0,,8,0,,,10
thrift-sasl,1894543,2.69,10,0,0,,0,10,0,,8,0,,,10
geomet,1716128,2.69,10,,0,,0,10,0,,8,0,,,10
serverlessrepo,431317,2.69,10,,0,,0,10,0,,10,10,,,2
beam-nuggets,284424,2.69,10,0,0,,0,10,0,,8,0,,,10
accumulation-tree,283730,2.69,10,0,0,,0,10,0,,8,0,,,10
slack-webhook,166821,2.69,10,0,0,,0,10,0,,8,0,,,10
heroku3,165701,2.69,10,0,0,,0,9,1,,10,0,,,8
lap,153848,2.69,10,0,0,,0,10,0,,8,0,,,10
selectors2,140518,2.69,10,,0,,0,10,0,,8,0,,,10
cli-helpers,114094,2.69,10,0,0,,0,10,0,,8,0,,,10
liac-arff,111012,2.69,10,0,0,,0,10,0,,8,0,,,10
mail-parser,92243,2.69,10,0,0,,0,10,0,,8,0,,,10
versionfinder,87353,2.69,10,0,0,,0,10,0,,8,0,,,10
dataclass-csv,86703,2.69,10,0,0,,0,9,0,,10,0,,,9
analytics-python,1593005,2.66,10,,0,,0,10,1,,6,0,,,10
segment-analytics-python,516145,2.66,10,,0,,0,10,1,,6,0,,,10
auth,254646,2.66,10,,0,,0,10,1,,6,0,,,10
flask-restplus,222612,2.66,10,,0,,0,9,0,,8,0,,,10
colorlover,167407,2.66,10,0,0,,0,9,0,,8,0,,,10
aws-psycopg2,3862371,2.62,0,0,0,10,0,0,0,,7,0,,0,10
python-consul,1427949,2.62,8,0,0,,0,10,0,,10,0,,,10
pastel,947123,2.62,10,0,0,,0,10,0,,10,0,,,8
scikit-plot,525044,2.62,10,0,0,,0,10,0,,10,0,,,8
suds-py3,517474,2.62,9,0,0,,0,10,0,,10,0,0,,9
msoffcrypto-tool,397338,2.62,10,0,0,0,0,10,1,,7,0,,0,9
shrub-py,380215,2.62,10,,0,,0,10,0,,10,0,,,8
flake8-plugin-utils,380053,2.62,10,0,0,,0,10,0,,10,0,,,8
marshmallow-jsonapi,341279,2.62,10,,0,,0,10,0,,10,0,,,8
flask-oauthlib,325231,2.62,10,0,0,,0,10,0,,10,0,,,8
oauth2,303335,2.62,10,0,0,,0,10,0,,10,0,,,8
sqlalchemy-databricks,232945,2.62,10,0,0,,0,10,0,,10,0,0,,8
flask-apispec,221260,2.62,10,0,0,,0,10,0,,10,0,,,8
fancycompleter,180900,2.62,8,,0,,0,10,0,,10,0,,,10
utils,180813,2.62,10,0,0,,0,10,0,,10,0,,,8
facebook-sdk,154203,2.62,10,,0,,0,10,0,,10,0,,,8
memory-tempfile,152976,2.62,10,0,0,,0,10,0,,10,0,,,8
robotframework-excellib,135654,2.62,10,,0,,0,10,0,,10,0,,,8
sphinx-notfound-page,134719,2.62,10,,0,,0,10,0,,10,0,,,8
quickchart-io,116716,2.62,10,0,0,,0,10,0,,10,0,,,8
conjure-python-client,111439,2.62,10,,0,,0,10,3,,10,0,,,5
pyjks,89545,2.62,10,0,0,,0,10,0,,10,0,,,8
cli-exit-tools,87581,2.62,10,0,0,0,0,10,0,,7,0,,0,10
lib-detect-testenv,86989,2.62,10,0,0,0,0,10,0,,7,0,,0,10
stups-tokens,227134,2.59,10,,0,,0,9,0,,10,0,,,8
plotly-express,223000,2.59,10,0,0,,0,10,0,,8,0,,,9
marathon,83421,2.59,10,0,0,,0,10,0,,8,0,,,9
docker-pycreds,3658688,2.56,10,0,0,,0,10,0,,6,0,,,10
ray,2132582,2.56,8,,0,0,0,10,10,,,9,0,0,0
eth-rlp,698605,2.56,10,0,0,,0,10,0,,6,0,,,10
rlp,670320,2.56,10,0,0,,0,10,0,,6,0,,,10
eth-keyfile,650369,2.56,10,0,0,,0,10,0,,6,0,,,10
cement,394008,2.56,10,0,0,,0,10,0,,6,0,,,10
ssh2-python,363691,2.56,10,,0,,0,10,0,,6,0,0,,10
anybadge,316126,2.56,10,0,0,,0,10,0,,6,0,,,10
ssh-python,306678,2.56,10,,0,,0,10,0,,6,0,,,10
pgsanity,186818,2.56,10,0,0,,0,10,0,,6,0,,,10
textract,133864,2.56,10,0,0,,0,10,0,,6,0,,,10
pyheif,80498,2.56,10,,0,,0,10,0,,6,0,,,10
parsedatetime,7060031,2.53,10,0,0,,0,10,0,,10,0,,,7
binaryornot,1980045,2.53,6,,0,,0,10,1,,10,0,,,10
geocoder,606372,2.53,10,0,0,,0,10,0,,10,0,,,7
edgegrid-python,479137,2.53,10,,0,,0,10,0,,10,0,,,7
intuit-oauth,172442,2.53,10,0,0,,0,10,0,,10,0,,,7
plyvel,156144,2.53,10,,0,,0,9,0,,6,0,,,10
torch-fidelity,146535,2.53,10,0,0,,0,9,10,,6,0,0,,0
mleap,131297,2.53,10,,0,,0,10,2,,10,0,,,5
python-i18n,92075,2.53,10,0,0,,0,10,0,,10,0,,,7
flake8-breakpoint,90253,2.53,10,0,0,,0,10,0,,10,0,,,7
json-logic,87127,2.53,10,0,0,,0,10,0,,10,0,,,7
nostradamus,86684,2.53,7,0,0,,0,10,0,,10,0,,,10
enum-compat,1778354,2.50,10,0,0,,0,0,0,,10,0,,,10
influxdb,1623794,2.50,10,,0,,0,10,0,,8,0,,,8
fonts,1461411,2.50,10,0,0,,0,0,0,,10,0,,,10
font-roboto,1460322,2.50,10,0,0,,0,0,0,,10,0,,,10
opsgenie-sdk,1024470,2.50,8,0,0,,0,9,0,,10,0,,,9
linecache2,895761,2.50,10,0,0,,0,0,0,,10,0,,,10
shellescape,841847,2.50,10,0,0,,0,0,0,,10,0,,,10
textwrap3,812158,2.50,10,0,0,,0,0,0,,10,0,,,10
ffmpeg,449119,2.50,10,,0,,0,0,0,,10,0,,,10
slack,340465,2.50,10,0,0,,0,0,0,,10,0,,,10
snowflake,310063,2.50,10,0,0,,0,0,0,,10,0,,,10
publicsuffix2,305517,2.50,10,0,0,,0,0,0,,10,0,,,10
textsearch,276453,2.50,10,0,0,,0,0,0,,10,0,,,10
castxml,273038,2.50,10,0,0,,0,0,0,,10,0,,,10
sklearn-crfsuite,261707,2.50,10,0,0,,0,0,0,,10,0,,,10
mysql-python,226673,2.50,10,0,0,,0,0,0,,10,0,,,10
awsiot,221955,2.50,10,0,0,,0,0,0,,10,0,,,10
ipadic,173669,2.50,10,0,0,,0,0,0,,10,0,,,10
coremltools,159741,2.50,10,,0,,0,10,10,,2,0,0,,2
business-duration,150079,2.50,10,0,0,,0,0,0,,10,0,,,10
robotframework-selenium2library,136278,2.50,10,0,0,,0,0,0,,10,0,,,10
singleton-decorator,131425,2.50,10,0,0,,0,0,0,,10,0,,,10
tok,128773,2.50,10,0,0,,0,0,0,,10,0,,,10
captum,120643,2.50,10,,0,,0,10,8,,8,0,,,0
colorhash,114563,2.50,10,0,0,,0,0,0,,10,0,0,,10
evmdasm,91589,2.50,10,0,0,,0,0,0,,10,0,,,10
pymorphy2,88678,2.50,10,0,0,,0,0,0,,10,0,,,10
moment,85863,2.50,10,0,0,,0,0,0,,10,0,,,10
sudo,84934,2.50,10,0,0,,0,0,0,,10,0,,,10
jws,84871,2.50,10,0,0,,0,0,0,,10,0,,,10
pymorphy2-dicts-ru,84411,2.50,10,0,0,,0,0,0,,10,0,,,10
pypubsub,82077,2.50,10,0,0,,0,0,0,,10,0,0,,10
surrogate,81353,2.50,10,0,0,,0,0,0,,10,0,,,10
catboost,5318948,2.47,9,0,0,,0,10,10,,6,0,0,,0
sphinx-rtd-theme,3131249,2.47,10,,0,,0,10,9,,6,0,,,0
pandas-datareader,400796,2.47,10,,0,,0,9,0,,8,0,,,8
threadpoolctl,22072448,2.44,10,0,0,,0,10,0,,4,0,,,10
databricks-api,2287433,2.44,10,0,0,,0,10,0,,10,0,0,,6
great-expectations-experimental,179866,2.44,10,,0,0,0,10,10,,4,0,,0,0
twython,135875,2.44,10,0,0,,0,10,0,,10,0,,,6
namedtupled,101210,2.44,10,0,0,,0,10,0,,10,0,,,6
ipinfo,82780,2.44,10,0,0,,0,10,0,,10,0,,,6
async-generator,8637092,2.41,10,,0,,0,9,0,,4,0,,,10
python-libpython-debian-bin,90149,2.41,9,0,0,,0,0,0,,10,0,,,10
optimizely-sdk,127975,2.38,10,,0,0,0,10,3,,0,0,,0,9
tensorflowonspark,300480,2.34,9,,0,,0,10,0,,10,0,,,6
property-cached,276449,2.34,10,0,0,,0,10,0,,10,0,,,5
prov,89290,2.34,10,0,0,,0,10,0,,10,0,,,5
pyppeteer,1190032,2.31,10,0,0,,0,9,0,,10,0,,,5
fastdiff,296530,2.31,8,0,0,,0,0,0,,10,0,,,10
interpret-core,224963,2.31,10,0,0,,0,10,10,,2,0,,,0
pytest-spark,217457,2.31,10,0,0,,0,10,0,,2,0,,,10
mongomock,723158,2.28,10,0,0,,0,9,0,,2,0,,,10
mercantile,503306,2.28,10,,0,,0,10,0,,6,0,,,7
ndg-httpsclient,3501928,2.25,10,0,0,,0,0,0,,6,0,0,,10
python-docx,2943655,2.25,10,0,0,,0,10,0,,10,0,,,4
mergedeep,2500562,2.25,10,0,0,,0,10,0,,10,0,,,4
shareplum,808489,2.25,10,0,0,,0,10,0,,10,0,,,4
uproot3,157829,2.25,10,,0,,0,10,0,,10,0,,,4
uproot3-methods,155557,2.25,10,0,0,,0,10,0,,10,0,,,4
awkward0,155527,2.25,10,0,0,,0,10,0,,10,0,,,4
drift-python,127242,2.25,10,,0,,0,10,0,,10,0,,,4
pandas-read-xml,90733,2.25,10,0,0,,0,10,0,,10,0,,,4
msgpack-numpy,220485,2.22,10,0,0,,0,9,0,,10,0,,,4
gluoncv,542844,2.19,10,,0,0,0,10,0,,0,0,,0,10
records,188292,2.16,10,0,0,,0,10,0,,10,0,,,3
missingpy,159325,2.16,10,0,0,,0,10,0,,10,0,,,3
flake8-fixme,80977,2.16,10,,0,,0,10,0,,10,0,,,3
scann,126085,2.12,8,0,0,,0,10,10,,2,0,,,0
google-oauth2-tool,258461,2.06,10,0,0,,0,10,0,,10,0,,,2
signalfx,755221,2.03,10,,0,,0,10,0,,8,0,,,3
azure-eventhubs-client,97882,2.03,2,0,0,,0,9,0,,10,0,,,10
dicttoxml,1094679,1.97,1,0,0,,0,10,0,,10,0,0,,10
pyvis,124816,1.97,10,0,0,,0,10,0,,10,0,0,,1
airbyte-cdk,98329,1.97,6,,0,0,0,9,10,,,0,,0,2
lpips,1911983,1.91,8,0,0,,0,10,0,,6,0,,,5
python-pptx,1796238,1.88,10,0,0,,0,10,0,,10,0,,,0
piexif,1636657,1.88,10,0,0,,0,10,0,,10,0,,,0
requests-html,833934,1.88,10,0,0,,0,10,0,,10,0,,,0
codeowners,495904,1.88,10,,0,,0,10,0,,10,0,,,0
fastdtw,384898,1.88,10,0,0,,0,10,0,,10,0,,,0
jupyter-dash,345516,1.88,10,0,0,,0,10,0,,10,0,0,,0
trace-updater,269282,1.88,10,,0,,0,10,0,,10,0,,,0
freeza-offset,249027,1.88,10,0,0,,0,10,0,,10,0,,,0
sttable,218311,1.88,10,0,0,,0,10,0,,10,0,,,0
django-fsm,204308,1.88,10,0,0,,0,10,0,,10,0,,,0
django-templated-mail,198029,1.88,10,0,0,,0,10,0,,10,0,,,0
nmslib,188082,1.88,10,,0,,0,10,0,,10,0,,,0
cfscrape,168644,1.88,10,0,0,,0,10,0,,10,0,,,0
os-sys,133557,1.88,0,0,0,,0,10,0,,10,0,,,10
newspaper3k,129914,1.88,10,0,0,,0,10,0,,10,0,,,0
flake8-pie,128991,1.88,10,,0,,0,10,0,,10,0,,,0
geolib,117342,1.88,10,0,0,,0,10,0,,10,0,,,0
parquet-metadata,101748,1.88,10,0,0,,0,10,0,,10,0,,,0
django-sslserver,100159,1.88,10,0,0,,0,10,0,,10,0,,,0
graphene-file-upload,99450,1.88,10,0,0,,0,10,0,,10,0,,,0
sumologic-sdk,89784,1.88,10,0,0,,0,10,0,,10,0,,,0
django-celery-email,85821,1.88,10,0,0,,0,10,0,,10,0,,,0
django-polymorphic,272724,1.84,10,0,0,,0,9,0,,10,0,,,0
cpe,96027,1.84,10,,0,,0,10,0,,8,0,,,1
poetry,11676707,1.75,0,,0,0,0,10,10,,2,0,0,0,4
sparkdl,104425,1.75,10,0,0,,0,10,0,,8,0,,,0
tflite-model-maker-nightly,943108,1.62,0,,0,,0,10,10,,6,0,,,0
django-rest-swagger,302515,1.62,10,,0,,0,10,0,,6,0,,,0
pydevd-pycharm,196290,1.62,0,0,0,,0,10,10,,6,0,,,0
tflite-model-maker,133612,1.62,0,,0,,0,10,10,,6,0,,,0
transliterate,111503,1.56,10,0,0,,0,0,0,,10,0,,,0
typing-extensions,200129325,0.00,,,,,,,,,,,,,
pyasn1,120986398,0.00,,,,,,,,,,,,,
protobuf,115569869,0.00,,,,,,,,,,,,,
pytz,103956798,0.00,,,,,,,,,,,,,
cffi,99769811,0.00,,,,,,,,,,,,,
grpcio-status,90149547,0.00,,,,,,,,,,,,,
docutils,81022017,0.00,,,,,,,,,,,,,
pydantic,63413716,0.00,,,,,,,,,,,,,
pyasn1-modules,62357923,0.00,,,,,,,,,,,,,
beautifulsoup4,57782873,0.00,,,,,,,,,,,,,
et-xmlfile,52932411,0.00,,,,,,,,,,,,,
openpyxl,52860819,0.00,,,,,,,,,,,,,
iniconfig,46196460,0.00,,,,,,,,,,,,,
distlib,34249818,0.00,,,,,,,,,,,,,
future,31012854,0.00,,,,,,,,,,,,,
py4j,29043004,0.00,,,,,,,,,,,,,
py,29013555,0.00,,,,,,,,,,,,,
pexpect,28961899,0.00,,,,,,,,,,,,,
uritemplate,26661386,0.00,,,,,,,,,,,,,
termcolor,26536591,0.00,,,,,,,,,,,,,
awswrangler,26440506,0.00,,,,,,,,,,,,,
pathspec,26117506,0.00,,,,,,,,,,,,,
pycodestyle,24716442,0.00,,,,,,,,,,,,,
sagemaker,24630071,0.00,,,,,,,,,,,,,
ruamel-yaml,24387946,0.00,,,,,,,,,,,,,
pyspark,24213734,0.00,,,,,,,,,,,,,
ply,21626789,0.00,,,,,,,,,,,,,
ruamel-yaml-clib,21315535,0.00,,,,,,,,,,,,,
pkgutil-resolve-name,20254349,0.00,,,,,,,,,,,,,
rich,20232412,0.00,,,,,,,,,,,,,
jeepney,20062888,0.00,,,,,,,,,,,,,
blinker,18799061,0.00,,,,,,,,,,,,,
pkginfo,18190270,0.00,,,,,,,,,,,,,
xlrd,17644031,0.00,,,,,,,,,,,,,
pbr,16881580,0.00,,,,,,,,,,,,,
sortedcontainers,16769759,0.00,,,,,,,,,,,,,
backports-zoneinfo,16581801,0.00,,,,,,,,,,,,,
mdurl,15938112,0.00,,,,,,,,,,,,,
lockfile,15325293,0.00,,,,,,,,,,,,,
tensorflow,15088507,0.00,,,,,,,,,,,,,
nbconvert,14930894,0.00,,,,,,,,,,,,,
databricks-cli,14730760,0.00,,,,,,,,,,,,,
cachecontrol,14295677,0.00,,,,,,,,,,,,,
snowflake-sqlalchemy,13968364,0.00,,,,,,,,,,,,,
ipykernel,13953253,0.00,,,,,,,,,,,,,
jupyter-server,13733222,0.00,,,,,,,,,,,,,
bs4,13625123,0.00,,,,,,,,,,,,,
poetry-plugin-export,13581726,0.00,,,,,,,,,,,,,
nbformat,13435758,0.00,,,,,,,,,,,,,
tensorflow-estimator,12877432,0.00,,,,,,,,,,,,,
selenium,12145525,0.00,,,,,,,,,,,,,
humanfriendly,11973258,0.00,,,,,,,,,,,,,
unidecode,11948724,0.00,,,,,,,,,,,,,
notebook,11363038,0.00,,,,,,,,,,,,,
crashtest,11306568,0.00,,,,,,,,,,,,,
docopt,11253933,0.00,,,,,,,,,,,,,
cleo,11181999,0.00,,,,,,,,,,,,,
rfc3986,11160582,0.00,,,,,,,,,,,,,
pyproject-hooks,11140254,0.00,,,,,,,,,,,,,
contextlib2,10936159,0.00,,,,,,,,,,,,,
tensorflow-serving-api,10554228,0.00,,,,,,,,,,,,,
numba,10284553,0.00,,,,,,,,,,,,,
mysql-connector-python,10016565,0.00,,,,,,,,,,,,,
great-expectations,9959122,0.00,,,,,,,,,,,,,
torch,9851605,0.00,,,,,,,,,,,,,
keras,9819264,0.00,,,,,,,,,,,,,
nbclassic,9638862,0.00,,,,,,,,,,,,,
notebook-shim,9522297,0.00,,,,,,,,,,,,,
ipython-genutils,9519119,0.00,,,,,,,,,,,,,
marshmallow-enum,9037436,0.00,,,,,,,,,,,,,
gremlinpython,8944297,0.00,,,,,,,,,,,,,
thrift,8453975,0.00,,,,,,,,,,,,,
antlr4-python3-runtime,8233533,0.00,,,,,,,,,,,,,
pysftp,7928936,0.00,,,,,,,,,,,,,
ipywidgets,7676861,0.00,,,,,,,,,,,,,
widgetsnbextension,7611076,0.00,,,,,,,,,,,,,
retrying,7350800,0.00,,,,,,,,,,,,,
execnet,7244210,0.00,,,,,,,,,,,,,
python-gnupg,7054675,0.00,,,,,,,,,,,,,
avro-python3,6784078,0.00,,,,,,,,,,,,,
grpcio-health-checking,6712199,0.00,,,,,,,,,,,,,
fire,6685694,0.00,,,,,,,,,,,,,
moto,6528251,0.00,,,,,,,,,,,,,
databricks-sdk,6516839,0.00,,,,,,,,,,,,,
enum34,6493070,0.00,,,,,,,,,,,,,
apache-beam,6367214,0.00,,,,,,,,,,,,,
gsutil,6181633,0.00,,,,,,,,,,,,,
jupyter-events,6088885,0.00,,,,,,,,,,,,,
stevedore,6056170,0.00,,,,,,,,,,,,,
databricks-sql-connector,5837126,0.00,,,,,,,,,,,,,
pycrypto,5791556,0.00,,,,,,,,,,,,,
jupyter-server-terminals,5729551,0.00,,,,,,,,,,,,,
tensorboard-plugin-wit,5644089,0.00,,,,,,,,,,,,,
pyhcl,5463885,0.00,,,,,,,,,,,,,
checkov,5439186,0.00,,,,,,,,,,,,,
avro,5425395,0.00,,,,,,,,,,,,,
coloredlogs,5415416,0.00,,,,,,,,,,,,,
pydub,5281536,0.00,,,,,,,,,,,,,
cerberus,5098396,0.00,,,,,,,,,,,,,
validators,5079800,0.00,,,,,,,,,,,,,
sklearn,5032132,0.00,,,,,,,,,,,,,
sphinxcontrib-serializinghtml,5007374,0.00,,,,,,,,,,,,,
flask-sqlalchemy,4981206,0.00,,,,,,,,,,,,,
nvidia-cudnn-cu11,4951890,0.00,,,,,,,,,,,,,
nvidia-cublas-cu11,4926424,0.00,,,,,,,,,,,,,
nvidia-cuda-runtime-cu11,4892157,0.00,,,,,,,,,,,,,
nvidia-cuda-nvrtc-cu11,4880288,0.00,,,,,,,,,,,,,
kfp,4854371,0.00,,,,,,,,,,,,,
pywin32,4843711,0.00,,,,,,,,,,,,,
sphinxcontrib-qthelp,4818400,0.00,,,,,,,,,,,,,
sphinxcontrib-devhelp,4817899,0.00,,,,,,,,,,,,,
sphinxcontrib-jsmath,4817254,0.00,,,,,,,,,,,,,
pycountry,4798014,0.00,,,,,,,,,,,,,
kfp-server-api,4668621,0.00,,,,,,,,,,,,,
nose,4572149,0.00,,,,,,,,,,,,,
strip-hints,4459030,0.00,,,,,,,,,,,,,
python-daemon,4301419,0.00,,,,,,,,,,,,,
dpath,4244909,0.00,,,,,,,,,,,,,
jax,4222990,0.00,,,,,,,,,,,,,
comm,4184113,0.00,,,,,,,,,,,,,
pytorch-lightning,4097925,0.00,,,,,,,,,,,,,
geographiclib,4042725,0.00,,,,,,,,,,,,,
ftfy,3981988,0.00,,,,,,,,,,,,,
torchmetrics,3945351,0.00,,,,,,,,,,,,,
jupyter-console,3915609,0.00,,,,,,,,,,,,,
wasabi,3876985,0.00,,,,,,,,,,,,,
crcmod,3855343,0.00,,,,,,,,,,,,,
protobuf3-to-dict,3751944,0.00,,,,,,,,,,,,,
aniso8601,3749290,0.00,,,,,,,,,,,,,
python-levenshtein,3693828,0.00,,,,,,,,,,,,,
certbot-dns-transip,3658216,0.00,,,,,,,,,,,,,
click-didyoumean,3635302,0.00,,,,,,,,,,,,,
ratelimit,3625147,0.00,,,,,,,,,,,,,
maxminddb,3588156,0.00,,,,,,,,,,,,,
accelerate,3517726,0.00,,,,,,,,,,,,,
promise,3509782,0.00,,,,,,,,,,,,,
botocore-stubs,3442584,0.00,,,,,,,,,,,,,
pyaml,3415526,0.00,,,,,,,,,,,,,
slicer,3297510,0.00,,,,,,,,,,,,,
lit,3280142,0.00,,,,,,,,,,,,,
xlwt,3271954,0.00,,,,,,,,,,,,,
uri-template,3258697,0.00,,,,,,,,,,,,,
reportlab,3251025,0.00,,,,,,,,,,,,,
hijri-converter,3240889,0.00,,,,,,,,,,,,,
spacy-legacy,3167932,0.00,,,,,,,,,,,,,
triton,3157685,0.00,,,,,,,,,,,,,
timm,3152087,0.00,,,,,,,,,,,,,
nvidia-cuda-cupti-cu11,3108148,0.00,,,,,,,,,,,,,
nvidia-cufft-cu11,3104432,0.00,,,,,,,,,,,,,
nvidia-cusparse-cu11,3104008,0.00,,,,,,,,,,,,,
nvidia-cusolver-cu11,3101157,0.00,,,,,,,,,,,,,
nvidia-nccl-cu11,3097033,0.00,,,,,,,,,,,,,
nvidia-curand-cu11,3095639,0.00,,,,,,,,,,,,,
nvidia-nvtx-cu11,3085227,0.00,,,,,,,,,,,,,
cachelib,3027693,0.00,,,,,,,,,,,,,
pathlib,2946205,0.00,,,,,,,,,,,,,
hdfs,2915529,0.00,,,,,,,,,,,,,
onnxruntime,2906477,0.00,,,,,,,,,,,,,
qtconsole,2813718,0.00,,,,,,,,,,,,,
opentracing,2783419,0.00,,,,,,,,,,,,,
safetensors,2772402,0.00,,,,,,,,,,,,,
pypandoc,2752366,0.00,,,,,,,,,,,,,
python-keystoneclient,2711317,0.00,,,,,,,,,,,,,
keystoneauth1,2704716,0.00,,,,,,,,,,,,,
lazy-loader,2695796,0.00,,,,,,,,,,,,,
ninja,2688038,0.00,,,,,,,,,,,,,
jupyter,2606564,0.00,,,,,,,,,,,,,
tensorflow-metadata,2553836,0.00,,,,,,,,,,,,,
python-swiftclient,2536866,0.00,,,,,,,,,,,,,
types-awscrt,2536777,0.00,,,,,,,,,,,,,
funcsigs,2483137,0.00,,,,,,,,,,,,,
confection,2476449,0.00,,,,,,,,,,,,,
leather,2467898,0.00,,,,,,,,,,,,,
urllib3-secure-extra,2456469,0.00,,,,,,,,,,,,,
grpcio-reflection,2448678,0.00,,,,,,,,,,,,,
logbook,2446669,0.00,,,,,,,,,,,,,
filterpy,2419425,0.00,,,,,,,,,,,,,
cloudevents,2387443,0.00,,,,,,,,,,,,,
ml-dtypes,2380426,0.00,,,,,,,,,,,,,
elastic-transport,2363363,0.00,,,,,,,,,,,,,
sacremoses,2345029,0.00,,,,,,,,,,,,,
minimal-snowplow-tracker,2326695,0.00,,,,,,,,,,,,,
yarg,2322745,0.00,,,,,,,,,,,,,
flask-session,2304736,0.00,,,,,,,,,,,,,
sasl,2292733,0.00,,,,,,,,,,,,,
openapi-spec-validator,2266095,0.00,,,,,,,,,,,,,
azureml-core,2259555,0.00,,,,,,,,,,,,,
wandb,2257343,0.00,,,,,,,,,,,,,
pypika,2245809,0.00,,,,,,,,,,,,,
passlib,2242268,0.00,,,,,,,,,,,,,
pyhocon,2203510,0.00,,,,,,,,,,,,,
types-s3transfer,2202319,0.00,,,,,,,,,,,,,
idna-ssl,2145793,0.00,,,,,,,,,,,,,
sentence-transformers,2141115,0.00,,,,,,,,,,,,,
lightning-utilities,2121434,0.00,,,,,,,,,,,,,
fakeredis,2097071,0.00,,,,,,,,,,,,,
zict,2056851,0.00,,,,,,,,,,,,,
google,2046736,0.00,,,,,,,,,,,,,
looker-sdk,2046079,0.00,,,,,,,,,,,,,
sgmllib3k,2042545,0.00,,,,,,,,,,,,,
envier,2041112,0.00,,,,,,,,,,,,,
pyudev,2023330,0.00,,,,,,,,,,,,,
jsonmerge,2019914,0.00,,,,,,,,,,,,,
cramjam,2005975,0.00,,,,,,,,,,,,,
asyncio,2002022,0.00,,,,,,,,,,,,,
pymsteams,2001718,0.00,,,,,,,,,,,,,
pgpy,1994731,0.00,,,,,,,,,,,,,
pyee,1964337,0.00,,,,,,,,,,,,,
ypy-websocket,1958469,0.00,,,,,,,,,,,,,
fake-useragent,1924256,0.00,,,,,,,,,,,,,
clickclick,1917095,0.00,,,,,,,,,,,,,
toposort,1891415,0.00,,,,,,,,,,,,,
python-jenkins,1881392,0.00,,,,,,,,,,,,,
bottle,1858355,0.00,,,,,,,,,,,,,
multi-key-dict,1853056,0.00,,,,,,,,,,,,,
coreschema,1833223,0.00,,,,,,,,,,,,,
hatchling,1831453,0.00,,,,,,,,,,,,,
uuid,1819284,0.00,,,,,,,,,,,,,
rx,1800774,0.00,,,,,,,,,,,,,
logging-azure-rest,1775970,0.00,,,,,,,,,,,,,
strict-rfc3339,1771211,0.00,,,,,,,,,,,,,
curlify,1758208,0.00,,,,,,,,,,,,,
webob,1729288,0.00,,,,,,,,,,,,,
hyperopt,1724285,0.00,,,,,,,,,,,,,
langdetect,1714559,0.00,,,,,,,,,,,,,
sphinxcontrib-jquery,1714218,0.00,,,,,,,,,,,,,
pyre-extensions,1710568,0.00,,,,,,,,,,,,,
expiringdict,1685033,0.00,,,,,,,,,,,,,
user-agent,1682148,0.00,,,,,,,,,,,,,
iopath,1679307,0.00,,,,,,,,,,,,,
pytelegrambotapi,1677309,0.00,,,,,,,,,,,,,
salesforce-bulk,1674743,0.00,,,,,,,,,,,,,
basicsr,1669777,0.00,,,,,,,,,,,,,
youtube-dl,1644015,0.00,,,,,,,,,,,,,
s3cmd,1643835,0.00,,,,,,,,,,,,,
dynaconf,1641395,0.00,,,,,,,,,,,,,
oslo-utils,1639970,0.00,,,,,,,,,,,,,
resize-right,1635574,0.00,,,,,,,,,,,,,
xformers,1628272,0.00,,,,,,,,,,,,,
mysql-connector,1620782,0.00,,,,,,,,,,,,,
debtcollector,1620552,0.00,,,,,,,,,,,,,
trampoline,1620400,0.00,,,,,,,,,,,,,
carto,1619641,0.00,,,,,,,,,,,,,
oslo-config,1617892,0.00,,,,,,,,,,,,,
msgpack-python,1613385,0.00,,,,,,,,,,,,,
grpclib,1607754,0.00,,,,,,,,,,,,,
pyrestcli,1592695,0.00,,,,,,,,,,,,,
oslo-i18n,1592277,0.00,,,,,,,,,,,,,
tiktoken,1574695,0.00,,,,,,,,,,,,,
oslo-serialization,1565559,0.00,,,,,,,,,,,,,
cftime,1564953,0.00,,,,,,,,,,,,,
kaleido,1558308,0.00,,,,,,,,,,,,,
azure-devops,1557421,0.00,,,,,,,,,,,,,
htmlmin,1544313,0.00,,,,,,,,,,,,,
azureml-contrib-services,1540914,0.00,,,,,,,,,,,,,
xmlsec,1535335,0.00,,,,,,,,,,,,,
azureml-designer-serving,1528844,0.00,,,,,,,,,,,,,
openapi-schema-validator,1526182,0.00,,,,,,,,,,,,,
