Package,Downloads,Overall,Binary-Artifacts,Branch-Protection,CII-Best-Practices,Dangerous-Workflow,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities
click,101457281,6.19,10,,0,10,10,10,10,,10,9,,0,10
google-api-python-client,43793341,6.19,10,,0,10,10,10,10,,9,10,,0,10
itsdangerous,39697213,6.19,10,,0,10,10,10,10,,10,9,,0,10
httpx,14050562,6.19,10,,0,10,10,10,10,,9,10,,0,10
mutagen,1876934,6.19,10,0,0,10,10,10,10,,7,0,8,0,10
python-memcached,754791,6.19,10,0,0,10,0,0,10,,10,9,0,10,10
codespell,399823,6.19,10,,0,10,0,10,10,10,7,0,8,0,10
pyhanko,377674,6.19,10,0,0,10,0,10,10,,7,10,8,0,10
bleach,14398664,6.16,10,,0,10,10,9,10,,9,10,,0,10
ansible,4263380,6.16,10,,2,10,10,10,10,,7,0,,10,7
pox,4052090,6.16,10,0,0,10,0,9,6,,10,10,0,10,10
ansible-core,2579319,6.16,10,,2,10,10,10,10,,7,0,,10,7
pytest-django,1800317,6.16,10,,0,10,0,9,8,10,7,0,,10,10
tensorstore,374486,6.16,10,0,0,10,0,9,10,10,9,10,,0,10
ansible-base,374360,6.16,10,,2,10,10,10,10,,7,0,,10,7
google-auth-httplib2,22519483,6.12,10,,0,10,10,10,2,,5,10,,10,10
websockets,17916217,6.09,10,0,5,10,0,10,10,10,5,10,,0,10
functions-framework,1849247,6.09,10,,0,10,0,10,7,10,7,0,,10,10
tables,763180,6.09,10,0,0,10,0,10,10,,7,10,0,10,7
botocore,274468404,6.06,10,,0,10,10,10,10,,7,10,,0,10
charset-normalizer,249803967,6.06,10,,0,10,10,10,10,,7,10,0,0,10
certifi,230885314,6.06,10,0,0,10,0,9,7,,7,10,,10,10
wheel,153233149,6.06,10,0,0,10,10,10,10,10,7,0,,0,10
jsonschema,64151673,6.06,10,,0,10,0,10,10,10,7,10,,0,10
platformdirs,62235063,6.06,10,0,0,10,0,10,10,10,7,10,,0,10
pymysql,33608074,6.06,10,,0,10,10,10,10,,7,10,,0,10
argcomplete,20588590,6.06,10,0,0,10,10,10,10,,7,10,0,0,10
markdown-it-py,18015618,6.06,10,,0,10,10,10,10,,7,10,,0,10
rapidfuzz,13414972,6.06,10,,0,10,0,10,10,10,7,10,,0,10
sentencepiece,9745606,6.06,10,0,0,10,10,10,10,,7,10,0,0,10
django-debug-toolbar,1608088,6.06,10,0,0,10,0,10,10,10,7,10,0,0,10
tablib,1516905,6.06,10,,0,10,0,10,10,10,7,10,,0,10
djangorestframework-simplejwt,1183496,6.06,10,,0,10,0,10,10,10,7,10,,0,10
sqlalchemy-bigquery,999186,6.06,10,,0,10,0,10,10,,5,10,0,10,8
geojson,837437,6.06,10,0,0,10,0,10,10,10,7,10,,0,10
django-simple-history,833195,6.06,10,,0,10,0,10,10,10,7,10,,0,10
pytenable,477056,6.06,10,,0,10,0,10,10,10,7,10,,0,10
django-treebeard,267626,6.06,10,0,0,10,0,10,10,10,7,10,,0,10
scylla-driver,215776,6.06,10,,0,10,0,10,10,10,7,10,,0,10
pybigquery,206660,6.06,10,,0,10,0,10,10,,5,10,0,10,8
msgraph-core,169342,6.06,10,,0,10,0,10,10,10,7,10,,0,10
spotipy,164789,6.06,10,,0,10,0,10,10,10,7,10,,0,10
seqio,149224,6.06,10,,0,10,0,10,10,10,7,10,,0,10
paddlepaddle,132393,6.06,10,,0,10,0,10,10,,2,10,,10,10
ml-wrappers,117168,6.06,10,,0,10,0,10,10,10,7,10,,0,10
yamlfix,103996,6.06,10,,0,10,0,10,10,10,7,10,,0,10
aqtinstall,98095,6.06,10,0,0,10,0,10,10,10,7,10,0,0,10
django-auditlog,81938,6.06,10,,0,10,0,10,10,10,7,10,0,0,10
smdebug,80050,6.06,10,,0,10,0,10,9,,5,10,0,10,9
msal,29785296,6.03,10,,0,10,10,9,10,10,7,0,,0,10
dnspython,18982481,6.03,10,,0,10,10,9,10,,7,10,,0,10
simplejson,17486386,6.03,10,,0,10,10,9,10,10,7,0,0,0,10
prettytable,8627868,6.03,10,,0,10,0,9,10,10,7,10,,0,10
django-redis,1459791,6.03,10,0,0,10,0,9,10,10,7,10,,0,10
rdflib,791868,6.03,10,,2,10,0,10,10,10,5,0,0,7,10
django-oauth-toolkit,386891,6.03,10,,0,10,0,9,10,10,7,10,,0,10
ipython,19922903,6.00,10,,0,10,10,10,10,,7,9,0,0,10
django,8965045,6.00,10,,0,10,10,10,10,,7,9,,0,10
dask,6929904,6.00,10,0,0,10,10,10,10,,7,9,,0,10
cmake,3176842,6.00,10,,0,10,0,10,10,10,7,0,6,0,10
pillow-heif,149034,6.00,10,,2,10,0,10,10,10,5,10,,0,10
pyyaml,176516790,5.97,10,,0,10,10,10,9,,7,10,,0,10
graphql-core,4379427,5.97,10,,0,10,0,10,10,10,7,10,,0,9
django-tinymce,161560,5.97,10,0,0,10,0,10,9,10,7,10,,0,10
msgpack,30653357,5.94,10,0,0,10,10,9,9,,7,10,0,0,10
tornado,21109435,5.94,10,,0,10,0,10,10,10,5,10,,0,10
cfn-lint,20058736,5.94,10,,0,10,0,10,10,10,5,10,,0,10
fastapi,15066595,5.94,10,,0,10,0,10,10,10,5,10,,0,10
xgboost,8627131,5.94,10,,0,10,0,10,10,,0,10,0,10,10
tensorflow-hub,4857419,5.94,10,,0,10,0,10,10,,10,0,,10,10
invoke,4569048,5.94,10,0,0,10,0,10,10,,10,0,,10,10
tifffile,4375681,5.94,10,0,0,10,0,10,10,,10,0,0,10,10
tensorflow-text,3930170,5.94,10,0,0,10,0,10,10,,10,0,,10,10
google-cloud,3715518,5.94,10,,0,10,0,10,10,,0,10,,10,10
bokeh,3398280,5.94,10,,0,10,0,10,10,10,5,10,,0,10
python-gitlab,2803865,5.94,10,,0,10,0,10,10,10,5,10,0,0,10
sqlalchemy-redshift,2353090,5.94,10,0,0,10,0,10,10,,10,0,,10,10
telethon,2225633,5.94,10,0,0,10,0,10,10,,10,0,,10,10
openai,2070588,5.94,10,,0,10,0,10,10,,10,0,,10,10
docker-compose,1689677,5.94,10,,0,10,0,10,10,10,,0,0,10,10
testfixtures,815706,5.94,10,,0,10,0,10,10,,10,0,,10,10
snscrape,457779,5.94,10,0,0,10,0,10,10,,10,0,,10,10
glean-parser,444974,5.94,10,,0,10,0,10,10,,10,0,,10,10
facets-overview,302230,5.94,10,0,0,10,0,10,10,,10,0,,10,10
python-sat,220764,5.94,10,0,0,10,0,10,10,,10,0,0,10,10
extract-msg,216036,5.94,10,,0,10,0,10,10,,10,0,,10,10
pynput,208456,5.94,10,0,0,10,0,10,10,,10,0,,10,10
aiosmtplib,198981,5.94,10,,0,10,0,10,10,,10,0,,10,10
pysimplegui,189454,5.94,10,0,0,10,0,10,10,,10,0,,10,10
scikit-learn-intelex,174095,5.94,10,,0,10,0,10,10,,10,0,,10,10
mo-dots,171631,5.94,10,0,0,10,0,10,10,,10,0,,10,10
tencentcloud-sdk-python,152970,5.94,10,0,0,10,0,10,10,,10,0,,10,10
lumigo-tracer,123458,5.94,10,,0,10,0,10,10,,10,0,,10,10
quantulum3,114389,5.94,10,0,0,10,0,10,10,,10,0,,10,10
dtreeviz,113408,5.94,10,0,0,10,0,10,10,,10,0,,10,10
tensorflow-ranking,110273,5.94,10,0,0,10,0,10,10,,10,0,,10,10
tf-agents,109149,5.94,10,,0,10,0,10,10,,10,0,,10,10
imagecodecs,109043,5.94,10,0,0,10,0,10,10,,10,0,0,10,10
canmatrix,101313,5.94,10,,0,10,0,10,10,,10,0,0,10,10
pytest-testmon,79255,5.94,10,,0,10,0,10,10,,10,0,,10,10
aiohttp,64587114,5.91,10,,0,10,10,9,10,,5,10,0,0,10
mypy-extensions,37370407,5.91,10,,0,10,0,9,10,,10,0,,10,10
parameterized,3777492,5.91,10,,0,10,0,9,10,,10,0,,10,10
arviz,1209197,5.91,10,,0,10,0,10,10,,5,9,0,10,7
aliyun-python-sdk-core,685690,5.91,10,,0,10,0,9,10,,10,0,,10,10
cyclonedx-python-lib,671050,5.91,10,,0,10,0,10,10,10,7,9,0,0,9
kopf,432319,5.91,10,,0,10,0,10,9,10,7,9,,0,10
cma,151436,5.91,10,,0,10,0,9,10,,10,0,,10,10
pyarmor,147839,5.91,10,0,0,10,0,9,10,,10,0,,10,10
lmfit,137591,5.91,10,,0,10,0,9,10,,10,0,,10,10
huaweicloudsdkcore,126477,5.91,10,0,0,10,0,9,10,,10,0,,10,10
huaweicloudsdkdns,113027,5.91,10,0,0,10,0,9,10,,10,0,,10,10
contentful,79075,5.91,10,0,0,10,0,10,3,,10,10,,10,10
python-dateutil,199624733,5.88,10,,0,10,10,9,7,,7,0,8,0,10
pyarrow,66364097,5.88,10,,0,10,10,10,10,10,,10,,0,6
alembic,22108860,5.88,10,,0,10,0,10,10,,9,0,,10,10
google-cloud-pubsub,21026018,5.88,10,,0,10,10,10,10,,4,10,,0,10
google-cloud-bigquery-storage,15933739,5.88,10,,0,10,10,10,10,,4,10,,0,10
google-cloud-secret-manager,12716130,5.88,10,,0,10,10,10,10,,4,10,,0,10
google-cloud-resource-manager,4748462,5.88,10,,0,10,10,10,10,,4,10,,0,10
google-cloud-tasks,2925525,5.88,10,,0,10,10,10,10,,4,10,,0,10
office365-rest-python-client,2299371,5.88,10,0,0,10,0,10,10,,9,0,,10,10
django-stubs,584266,5.88,10,0,0,10,0,10,10,,9,0,,10,10
django-stubs-ext,517191,5.88,10,0,0,10,0,10,10,,9,0,,10,10
google-cloud-iam,386164,5.88,10,,0,10,10,10,10,,4,10,,0,10
google-cloud-error-reporting,350941,5.88,10,,0,10,10,10,10,,4,10,,0,10
mediapipe,206793,5.88,9,0,0,10,0,10,10,,2,10,,10,9
django-configurations,111783,5.88,10,,0,10,0,10,8,10,7,10,,0,10
regex,27037915,5.84,10,0,0,10,10,9,8,10,7,0,,0,10
zope-interface,13340015,5.84,10,,0,10,0,9,8,10,7,10,,0,10
typing,8666926,5.84,10,,0,10,0,9,10,,9,0,,10,10
sphinxcontrib-htmlhelp,5304273,5.84,10,0,0,10,0,9,10,,9,0,,10,10
sphinxcontrib-applehelp,5287033,5.84,10,0,0,10,0,9,10,,9,0,,10,10
google-ads,2567209,5.84,10,,0,10,0,10,9,,10,0,,10,10
torchdiffeq,1826381,5.84,10,0,0,10,0,10,9,,10,0,,10,10
intelhex,1060557,5.84,10,0,0,10,0,10,1,,10,0,8,10,10
pyldavis,752216,5.84,10,0,0,10,0,10,10,,10,0,,10,9
o365,622840,5.84,10,0,0,10,0,10,10,,10,0,,10,9
tf2onnx,527574,5.84,9,,0,10,0,10,10,,10,0,,10,10
evdev,130613,5.84,10,0,0,10,0,10,9,,10,0,0,10,10
google-crc32c,23795782,5.81,10,,0,10,10,10,4,10,2,10,,0,10
imageio,20201416,5.81,10,,2,10,10,10,10,10,2,0,0,0,10
algoliasearch,472035,5.81,10,,0,10,0,10,4,,7,10,,10,10
textfsm,219842,5.81,10,0,0,10,0,10,2,,10,10,,10,10
jupyterhub,179016,5.81,10,,0,10,0,9,10,10,5,10,,0,9
aws-embedded-metrics,165398,5.81,10,,0,10,0,10,4,,7,10,,10,10
djangorestframework-api-key,162341,5.81,10,,0,10,0,10,2,,10,10,,10,10
pangres,101663,5.81,10,,0,10,0,9,10,,10,0,,10,9
pymel,79160,5.81,9,0,0,10,0,9,10,,10,0,,10,10
argon2-cffi,8404942,5.78,10,,5,10,0,10,2,,7,10,,10,10
levenshtein,3502234,5.78,10,,0,10,0,10,7,10,7,10,,0,10
firebase-admin,1429885,5.78,10,,0,10,0,10,7,10,7,10,0,0,10
trufflehog,116968,5.78,10,,0,10,0,10,10,10,5,9,0,0,9
multidict,58850111,5.75,10,,0,10,10,9,7,,7,10,0,0,10
fonttools,22216010,5.75,10,,0,10,0,10,10,,7,0,,10,10
jedi,18145684,5.75,9,0,0,10,10,9,10,,4,10,,0,10
seaborn,9069275,5.75,10,0,0,10,0,10,10,,7,0,0,10,10
google-cloud-firestore,5912416,5.75,10,,0,10,10,10,10,,2,10,,0,10
yamllint,3749174,5.75,10,,0,10,0,10,10,,7,0,,10,10
jellyfish,2209031,5.75,10,0,0,10,0,10,10,,7,0,,10,10
web3,960162,5.75,10,,0,10,0,10,10,,7,0,,10,10
fastai,377740,5.75,10,0,0,10,0,10,10,,7,0,,10,10
pyroute2,341076,5.75,10,,0,10,0,9,10,,9,0,0,9,10
google-python-cloud-debugger,229795,5.75,10,,0,10,0,10,10,,7,0,0,10,10
django-rq,152523,5.75,10,0,0,10,0,10,10,,7,0,,10,10
couchbase,145328,5.75,10,,0,10,0,10,10,,7,0,,10,10
mozilla-version,137250,5.75,10,,0,10,0,10,8,,10,0,,10,10
simpleitk,114160,5.75,10,,0,10,0,10,10,,7,0,0,10,10
rangehttpserver,83964,5.75,10,,0,10,0,10,8,,10,0,,10,10
toml,31781803,5.72,10,,0,10,10,10,1,,10,0,,10,10
xmltodict,21839167,5.72,10,0,0,10,10,10,1,,10,0,,10,10
msrestazure,14937347,5.72,10,,0,10,0,10,1,,10,10,,10,10
httpcore,14189041,5.72,10,,0,10,10,10,5,,9,10,,0,10
ujson,6900757,5.72,10,,0,10,10,9,10,10,2,0,,0,10
jsonlines,1327579,5.72,10,,0,10,0,9,8,,10,0,,10,10
gin-config,276460,5.72,10,0,0,10,0,10,1,,10,10,,10,10
python-redmine,166417,5.72,10,0,0,10,0,9,10,,7,0,,10,10
aiosmtpd,127433,5.72,10,0,0,10,0,10,5,,7,10,8,0,10
pyreadstat,106024,5.72,8,0,0,10,0,9,10,,10,0,,10,10
usd-core,93757,5.72,10,,0,10,0,9,10,,7,0,,10,10
pdoc,88595,5.72,10,,0,10,0,9,10,,7,0,,10,10
virtualenv,44483812,5.69,6,,0,10,0,10,10,10,7,10,,0,10
progressbar2,18265299,5.69,10,0,0,10,0,10,10,,9,0,8,0,10
python-utils,17943405,5.69,10,0,0,10,0,10,10,,9,0,8,0,10
pyzmq,17333925,5.69,10,,0,10,10,10,10,,7,4,0,0,10
oauth2client,15791198,5.69,10,,0,10,10,10,0,,10,10,,10,4
omegaconf,4063219,5.69,9,,0,10,0,10,10,,9,0,,9,10
dirac,1958934,5.69,10,,0,10,0,10,10,10,7,4,,0,10
py7zr,893482,5.69,6,,0,10,0,10,10,10,7,10,,0,10
skl2onnx,785543,5.69,10,,0,10,0,10,10,,9,0,0,9,9
scikit-build,491731,5.69,10,,0,10,0,9,10,10,7,0,3,0,10
tf-models-nightly,485860,5.69,10,,0,10,0,9,10,,7,10,,10,3
tf-models-official,208147,5.69,10,,0,10,0,9,10,,7,10,,10,3
textx,138026,5.69,10,0,0,10,0,10,10,,9,0,8,0,10
ax-platform,137045,5.69,10,,0,10,0,10,10,10,2,9,,0,10
opensearch-dsl,105380,5.69,10,,0,10,0,10,10,,5,10,4,0,10
pymdown-extensions,1091069,5.66,10,,0,10,0,9,10,10,7,10,,0,6
immutabledict,855105,5.66,10,,0,10,0,10,10,,7,0,,9,10
bottleneck,491211,5.66,10,,0,10,10,10,7,10,5,0,,0,10
radon,379557,5.66,10,0,0,10,0,10,10,,7,0,,10,9
django-webpack-loader,284859,5.66,10,,0,10,0,10,7,,10,0,,10,10
arpeggio,280357,5.66,10,0,0,10,0,9,10,,9,0,8,0,10
maturin,272201,5.66,9,,0,10,0,10,10,10,,0,8,0,10
bayesian-optimization,184595,5.66,10,0,0,10,0,10,9,,7,0,0,10,10
tf-slim,168148,5.66,10,,0,10,0,10,7,,10,0,,10,10
mo-kwargs,149962,5.66,10,0,0,10,0,10,7,,10,0,,10,10
xlsx2csv,143583,5.66,10,0,0,10,0,10,7,,10,0,,10,10
glfw,137152,5.66,8,0,0,10,0,10,9,,10,0,0,10,10
yara-python,84179,5.66,10,,0,10,0,10,7,,10,0,0,10,10
six,176714627,5.62,10,0,0,10,10,10,0,,10,0,,10,10
tabulate,46684123,5.62,10,0,0,10,10,10,0,,10,0,,10,10
msrest,33596424,5.62,10,,0,10,0,10,0,,10,10,,10,10
llvmlite,11200017,5.62,10,,0,10,0,10,10,,5,0,,10,10
identify,8628066,5.62,10,0,0,10,0,10,10,,10,10,,0,10
azure-datalake-store,8010543,5.62,10,0,0,10,0,10,0,,10,10,,10,10
plotly,7899929,5.62,10,,0,10,0,10,10,,10,10,,10,0
scikit-image,7083729,5.62,10,,0,10,0,9,10,,10,0,,10,7
knack,6137822,5.62,10,,0,10,0,10,0,,10,10,,10,10
starkbank-ecdsa,4618814,5.62,10,0,0,10,10,10,0,,10,0,,10,10
smdebug-rulesconfig,3714758,5.62,10,,0,10,0,10,0,,10,10,0,10,10
prison,2349687,5.62,10,0,0,10,10,10,0,,10,0,,10,10
jschema-to-python,2153620,5.62,10,,0,10,0,10,0,,10,10,,10,10
google-apitools,1869316,5.62,10,0,0,10,0,10,0,,10,10,,10,10
marshmallow-oneofschema,1787454,5.62,10,,0,10,0,10,0,,10,10,,10,10
html2text,1259915,5.62,10,,0,10,10,10,0,,10,0,,10,10
raven,1223285,5.62,10,0,0,10,0,10,0,,10,10,0,10,10
ntlm-auth,1188207,5.62,10,,0,10,10,10,0,,10,0,,10,10
python-benedict,1058857,5.62,10,,0,10,0,10,10,10,7,3,,0,10
python-fsutil,957928,5.62,10,,0,10,0,10,10,10,7,3,,0,10
python-telegram-bot,699311,5.62,10,,2,10,0,10,10,,7,0,8,0,10
hexbytes,641698,5.62,10,0,0,10,0,10,10,,5,0,,10,10
google-reauth,508035,5.62,10,0,0,10,0,10,0,,10,10,,10,10
